Emotions,Path
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_04/03-01-06-02-01-02-04.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_04/03-01-06-02-02-01-04.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_04/03-01-06-02-02-02-04.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_04/03-01-07-01-01-01-04.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_04/03-01-07-01-01-02-04.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_04/03-01-07-01-02-01-04.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_04/03-01-07-01-02-02-04.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_04/03-01-07-02-01-01-04.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_04/03-01-07-02-01-02-04.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_04/03-01-07-02-02-01-04.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_04/03-01-07-02-02-02-04.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_04/03-01-08-01-01-01-04.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_04/03-01-08-01-01-02-04.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_04/03-01-08-01-02-01-04.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_04/03-01-08-01-02-02-04.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_04/03-01-08-02-01-01-04.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_04/03-01-08-02-01-02-04.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_04/03-01-08-02-02-01-04.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_04/03-01-08-02-02-02-04.wav
Neutral,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-01-01-01-01-05.wav
Neutral,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-01-01-01-02-05.wav
Neutral,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-01-01-02-01-05.wav
Neutral,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-01-01-02-02-05.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-02-01-01-01-05.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-02-01-01-02-05.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-02-01-02-01-05.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-02-02-01-01-05.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-02-02-01-02-05.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-02-02-02-01-05.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-02-02-02-02-05.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-03-01-01-01-05.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-03-01-01-02-05.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-03-01-02-01-05.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-03-01-02-02-05.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-03-02-01-01-05.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-03-02-01-02-05.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-03-02-02-01-05.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-03-02-02-02-05.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-04-01-01-01-05.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-04-01-01-02-05.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-04-01-02-01-05.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-04-01-02-02-05.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-04-02-01-01-05.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-04-02-01-02-05.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-04-02-02-01-05.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-04-02-02-02-05.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-05-01-01-01-05.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-05-01-01-02-05.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-05-01-02-01-05.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-05-01-02-02-05.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-05-02-01-01-05.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-05-02-01-02-05.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-05-02-02-01-05.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-05-02-02-02-05.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-06-01-01-01-05.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-06-01-01-02-05.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-06-01-02-01-05.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-06-01-02-02-05.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-06-02-01-01-05.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-06-02-01-02-05.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-06-02-02-01-05.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-06-02-02-02-05.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-07-01-01-01-05.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-07-01-01-02-05.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-07-01-02-01-05.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-07-01-02-02-05.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-07-02-01-01-05.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-07-02-01-02-05.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-07-02-02-01-05.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-07-02-02-02-05.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-08-01-01-01-05.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-08-01-01-02-05.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-08-01-02-01-05.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-08-01-02-02-05.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-08-02-01-01-05.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-08-02-01-02-05.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-08-02-02-01-05.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_05/03-01-08-02-02-02-05.wav
Neutral,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-01-01-01-01-06.wav
Neutral,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-01-01-01-02-06.wav
Neutral,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-01-01-02-01-06.wav
Neutral,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-01-01-02-02-06.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-02-01-01-01-06.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-02-01-01-02-06.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-02-01-02-01-06.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-02-01-02-02-06.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-02-02-01-01-06.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-02-02-01-02-06.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-02-02-02-01-06.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-02-02-02-02-06.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-03-01-01-01-06.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-03-01-01-02-06.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-03-01-02-01-06.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-03-01-02-02-06.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-03-02-01-01-06.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-03-02-01-02-06.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-03-02-02-01-06.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-03-02-02-02-06.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-04-01-01-01-06.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-04-01-01-02-06.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-04-01-02-01-06.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-04-01-02-02-06.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-04-02-01-01-06.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-04-02-01-02-06.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-04-02-02-01-06.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-04-02-02-02-06.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-05-01-01-01-06.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-05-01-01-02-06.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-05-01-02-01-06.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-05-01-02-02-06.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-05-02-01-01-06.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-05-02-01-02-06.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-05-02-02-01-06.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-05-02-02-02-06.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-06-01-01-01-06.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-06-01-01-02-06.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-06-01-02-01-06.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-06-01-02-02-06.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-06-02-01-01-06.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-06-02-01-02-06.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-06-02-02-01-06.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-06-02-02-02-06.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-07-01-01-01-06.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-07-01-01-02-06.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-07-01-02-01-06.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-07-01-02-02-06.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-07-02-01-01-06.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-07-02-01-02-06.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-07-02-02-01-06.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-07-02-02-02-06.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-08-01-01-01-06.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-08-01-01-02-06.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-08-01-02-01-06.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-08-01-02-02-06.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-08-02-01-01-06.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-08-02-01-02-06.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-08-02-02-01-06.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_06/03-01-08-02-02-02-06.wav
Neutral,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-01-01-01-01-07.wav
Neutral,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-01-01-01-02-07.wav
Neutral,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-01-01-02-01-07.wav
Neutral,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-01-01-02-02-07.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-02-01-01-01-07.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-02-01-01-02-07.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-02-01-02-01-07.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-02-01-02-02-07.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-02-02-01-01-07.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-02-02-01-02-07.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-02-02-02-01-07.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-02-02-02-02-07.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-03-01-01-01-07.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-03-01-01-02-07.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-03-01-02-01-07.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-03-01-02-02-07.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-03-02-01-01-07.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-03-02-01-02-07.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-03-02-02-01-07.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-03-02-02-02-07.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-04-01-01-01-07.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-04-01-01-02-07.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-04-01-02-01-07.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-04-01-02-02-07.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-04-02-01-01-07.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-04-02-01-02-07.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-04-02-02-01-07.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-04-02-02-02-07.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-05-01-01-01-07.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-05-01-01-02-07.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-05-01-02-01-07.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-05-01-02-02-07.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-05-02-01-01-07.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-05-02-01-02-07.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-05-02-02-01-07.wav
Angry,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-05-02-02-02-07.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-06-01-01-01-07.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-06-01-01-02-07.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-06-01-02-01-07.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-06-01-02-02-07.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-06-02-01-01-07.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-06-02-01-02-07.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-06-02-02-01-07.wav
Fear,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-06-02-02-02-07.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-07-01-01-01-07.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-07-01-01-02-07.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-07-01-02-01-07.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-07-01-02-02-07.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-07-02-01-01-07.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-07-02-01-02-07.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-07-02-02-01-07.wav
Disgust,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-07-02-02-02-07.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-08-01-01-01-07.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-08-01-01-02-07.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-08-01-02-01-07.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-08-01-02-02-07.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-08-02-01-01-07.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-08-02-01-02-07.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-08-02-02-01-07.wav
Surprised,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_07/03-01-08-02-02-02-07.wav
Neutral,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-01-01-01-01-08.wav
Neutral,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-01-01-01-02-08.wav
Neutral,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-01-01-02-01-08.wav
Neutral,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-01-01-02-02-08.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-02-01-01-01-08.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-02-01-01-02-08.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-02-01-02-01-08.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-02-01-02-02-08.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-02-02-01-01-08.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-02-02-01-02-08.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-02-02-02-01-08.wav
Calm,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-02-02-02-02-08.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-03-01-01-01-08.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-03-01-01-02-08.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-03-01-02-01-08.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-03-01-02-02-08.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-03-02-01-01-08.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-03-02-01-02-08.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-03-02-02-01-08.wav
Happy,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-03-02-02-02-08.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-04-01-01-01-08.wav
Sad,E:\5_sem_Mini_Project\Audio_dataset\audio_speech_actors_01-24\Actor_08/03-01-04-01-01-02-08.wav
